Link	New name	Change	Who Number	Last name	Prop Lists	Rec Lists	Locator name	French	Spanish	Russian	Arabic	Chinese	Phonetic	Molecular formula	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5179	iotrolan		5179	iotrolan	51	24	iotrolan [INN]	iotrolan	iotrolán	йотролан	أيوترولان 	碘曲仑	iotrolan	C37H48I6N6O18	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5180	dilevalol		5180	dilevalol	50		dilevalol [INN]	dilévalol	dilevalol	дилевалол	ديليفالول	地来洛尔	dilevalol	C19H24N2O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5181	imipenem		5181	imipenem	50	24	imipenem [INN]	imipénem	imipenem	имипенем	إيميبينام	亚胺培南	imipenem	C12H17N3O4S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5182	fenprinast		5182	fenprinast	48	23	fenprinast [INN]	fenprinast	fenprinast	фенпринаст	فانبريناست	苯呤司特	fenprinast	C16H16ClN5O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5183	amitraz		5183	amitraz	47		amitraz [INN]	amitraz	amitraz	амитраз	أميتراز	阿米曲士	amitraz	C19H23N3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5184	mebrofenin		5184	mebrofenin	47	22	mebrofenin [INN]	mébrofénine	mebrofenina	меброфенин	ميبروفينين	甲溴苯宁	mebrofenin	C15H19BrN2O5	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5185	cianopramine		5185	cianopramine	47	22	cianopramine [INN]	cianopramine	cianopramina	цианопрамин	سيانوبرامين	氰帕明	cianopramine	C20H23N3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5186	insulin human		5186	insulin human	48	23	insulin human [INN]	insuline humaine	insulina humana	инсулин человеческий	إنسولين بشري	人胰岛素	insulin human	C257H383N65O77S6	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5187	oxagrelate		5187	oxagrelate	47	22	oxagrelate [INN]	oxagrélate	oxagrelato	оксагрелат	أوكساغريلات	氧格雷酯	oxagrelate	C14H16N2O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5188	spiromustine		5188	spiromustine	48	23	spiromustine [INN]	spiromustine	espiromustina	спиромустин	سبيروموستين  	螺莫司汀	spiromustine	C14H23Cl2N3O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5189	nalmefene		5189	nalmefene	49	23	nalmefene [INN]	nalméfène	nalmefeno	налмефен	نالميفان	纳美芬	nalmefene	C21H25NO3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5190	tiquizium bromide		5190	tiquizium bromide	47	22	tiquizium bromide [INN]	bromure de tiquizium	bromuro de tiquizio	тихизия бромид	بروميد تيكيزيوم	替喹溴胺	tiqizium	C19H24BrNS2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5191	fluprazine		5191	fluprazine	47	22	fluprazine [INN]	fluprazine	fluprazina	флупразин	فلوبرازين	氟普拉嗪	fluprazine	C14H19F3N4O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5192	ticabesone		5192	ticabesone	48	23	ticabesone [INN]	ticabésone	ticabesona	тикабезон	تيكابيسون	替卡贝松	ticabesone	C22H28F2O4S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5193	trequinsin		5193	trequinsin	47	22	trequinsin [INN]	tréquinsine	trequinsina	трехинзин	تريكينسين	曲喹辛	treqinsin	C24H27N3O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5194	nizatidine		5194	nizatidine	48	23	nizatidine [INN]	nizatidine	nizatidina	низатидин	نيزاتيدين	尼扎替丁	nizatidine	C12H21N5O2S2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5195	pirlimycin		5195	pirlimycin	48	23	pirlimycin [INN]	pirlimycine	pirlimicina	пирлимицин	بيرليميسين	吡利霉素	pirlimicin	C17H31ClN2O5S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5196	pimetacin		5196	pimetacin	47	22	pimetacin [INN]	pimétacine	pimetacina	пиметацин	بيميتاسين	吡美辛	pimetacin	C25H21ClN2O3S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5197	remoxipride		5197	remoxipride	49	23	remoxipride [INN]	rémoxipride	remoxiprida	ремоксиприд	ريموكسيبريد	瑞莫必利	remoxipride	C16H23BrN2O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5198	fanetizole		5198	fanetizole	48	23	fanetizole [INN]	fanétizole	fanetizol	фанетизол	فانيتيزول	法奈替唑	fanetizole	C17H16N2S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5199	satranidazole		5199	satranidazole	48	23	satranidazole [INN]	satranidazole	satranidazol	сатранидазол	ساترانيدازول	沙曲硝唑	satranidazole	C8H11N5O5S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5200	furafylline		5200	furafylline	48	23	furafylline [INN]	furafylline	furafilina	фурафиллин	فورافيلين	呋拉茶碱	furafilline	C12H12N4O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5201	mexafylline		5201	mexafylline	48	23	mexafylline [INN]	mexafylline	mexafilina	мексафиллин	ميكسافيلين	美沙茶碱	mexafilline	C14H18N4O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5202	pildralazine		5202	pildralazine	48	23	pildralazine [INN]	pildralazine	pildralazina	пилдралазин	بيلدرالازين	匹尔屈嗪	pildralazine	C8H15N5O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5203	choline alfoscerate		5203	choline alfoscerate	60	29	choline alfoscerate [INN]	alfoscérate de choline	alfoscerato de colina	холина альфосцерат	ألفوسيرات كولين	甘磷酸胆碱	choline alfoscerate	C8H20NO6P	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5204	bifepramide		5204	bifepramide	49	23	bifepramide [INN]	bifépramide	bifepramida	бифепрамид	بيفيبراميد	联苯普胺	bifepramide	C21H28N2O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5205	apovincamine		5205	apovincamine	48	23	apovincamine [INN]	apovincamine	apovincamina	аповинкамин	أبوفانكامين	阿扑长春胺	apovincamine	C21H24N2O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5207	moxonidine		5207	moxonidine	48	23	moxonidine [INN]	moxonidine	moxonidina	моксонидин	موكسونيدين	莫索尼定	moxonidine	C9H12ClN5O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5208	rofelodine		5208	rofelodine	48	23	rofelodine [INN]	rofélodine	rofelodina	рофелодин	روفيلودين	罗非咯啶	rofelodine	C13H14N2O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5209	acetylleucine		5209	acetylleucine	48	23	acetylleucine [INN]	acétylleucine	acetileucina	ацетиллейцин	أسيتيلوسين	乙酰亮氨酸	acetilleucine	C8H15NO3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5210	bioresmethrin		5210	bioresmethrin	51	24	bioresmethrin [INN]	bioresméthrine	bioresmetrina	биоресметрин	بيوريسميثرين	除虫菊酯	bioresmetrin	C22H26O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5211	tertatolol		5211	tertatolol	48	23	tertatolol [INN]	tertatolol	tertatolol	тертатолол	تارتاتولول	特他洛尔	tertatolol	C16H25NO2S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5212	gaboxadol		5212	gaboxadol	48	23	gaboxadol [INN]	gaboxadol	gaboxadol	габоксадол	غابوكسادول	加波沙多	gaboxadol	C6H8N2O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5213	mitindomide		5213	mitindomide	70	34	mitindomide [INN]	mitindomide	mitindomida	митиндомид	ميتيندوميد	米丁度胺	mitindomide	C14H12N2O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5214	fludarabine		5214	fludarabine	48	37	fludarabine [INN]	fludarabine	fludarabina	флударабин	فلودارابين	氟达拉滨	fludarabine	C10H12FN5O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5215	arotinolol		5215	arotinolol	48	23	arotinolol [INN]	arotinolol	arotinolol	аротинолол	أروتينولول	阿罗洛尔	arotinolol	C15H21N3O2S3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5216	cefbuperazone		5216	cefbuperazone	48	23	cefbuperazone [INN]	cefbupérazone	cefbuperazona	цефбуперазон	سافبوبيرازون	头孢拉宗	cefbuperazone	C22H29N9O9S2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5217	famotidine		5217	famotidine	48	23	famotidine [INN]	famotidine	famotidina	фамотидин	فاموتيدين	法莫替丁	famotidine	C8H15N7O2S3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5218	zolenzepine		5218	zolenzepine	48	23	zolenzepine [INN]	zolenzépine	zolenzepina	золензепин	زولانزيبين  	唑仑西平	zolenzepine	C19H24N6O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5219	acodazole		5219	acodazole	48	23	acodazole [INN]	acodazole	acodazol	акодазол	أكودازول	阿考达唑	acodazole	C20H19N5O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5220	tiazofurine		5220	tiazofurine	48	23	tiazofurine [INN]	tiazofurine	tiazofurina	тиазофурин	تيازوفورين		tiazofurine	C9H12N2O5S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5221	balsalazide		5221	balsalazide	48	23	balsalazide [INN]	balsalazide	balsalazida	балсалазид	بالسالازيد	巴柳氮	balsalazide	C17H15N3O6	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5222	ipsalazide		5222	ipsalazide	48	23	ipsalazide [INN]	ipsalazide	ipsalazida	ипсалазид	إيبسالازيد	伊普柳氮	ipsalazide	C16H13N3O6	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5223	parvaquone		5223	parvaquone	48	23	parvaquone [INN]	parvaquone	parvacuona	парвахон	بارفاكون	帕伐醌	parvaqone	C16H16O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5224	acefluranol		5224	acefluranol	48	23	acefluranol [INN]	acéfluranol	acefluranol	ацефлуранол	أسيفلورانول	醋氟拉诺	acefluranol	C25H26F2O8	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5225	bisoprolol		5225	bisoprolol	48	23	bisoprolol [INN]	bisoprolol	bisoprolol	бисопролол	بيزوبرولول	比索洛尔	bisoprolol	C18H31NO4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5226	tivanidazole		5226	tivanidazole	48	23	tivanidazole [INN]	tivanidazole	tivanidazol	тиванидазол	تيفانيدازول	替伐硝唑	tivanidazole	C11H13N5O2S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5227	tefludazine		5227	tefludazine	48	23	tefludazine [INN]	téfludazine	tefludazina	тефлудазин	تيفلودازين	替氟达嗪	tefludazine	C22H24F4N2O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5228	bendamustine		5228	bendamustine	48	23	bendamustine [INN]	bendamustine	bendamustina	бендамустин	بينداموستين	苯达莫司汀	bendamustine	C16H21Cl2N3O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5229	tiprostanide		5229	tiprostanide	48	23	tiprostanide [INN]	tiprostanide	tiprostanida	типростанид	تيبروستانيد	替前列胺	tiprostanide	C33H45NO6S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5230	menogaril		5230	menogaril	51	24	menogaril [INN]	ménogaril	menogarilo	меногарил	مينوغاريل	美诺立尔	menogaril	C28H31NO10	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5231	carboplatin		5231	carboplatin	48	23	carboplatin [INN]	carboplatine	carboplatino	карбоплатин	كاربوبلاتين	卡铂	carboplatin	C6H12N2O4Pt	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5232	tropapride		5232	tropapride	48	23	tropapride [INN]	tropapride	tropaprida	тропаприд	تروبابريد	曲帕必利	tropapride	C23H29ClN2O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5235	iodecimol		5235	iodecimol	51	24	iodecimol [INN]	iodécimol	iodecimol	йодецимол	إيوديسيمول	碘西醇	iodecimol	C35H44I6N6O16	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5237	clorsulon		5237	clorsulon	48	23	clorsulon [INN]	clorsulone	clorsulón	клорсулон	كلورسولون	氯舒隆	clorsulon	C8H8Cl3N3O4S2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5238	tolpadol		5238	tolpadol	48	23	tolpadol [INN]	tolpadol	tolpadol	толпадол	تولبادول	托帕多	tolpadol	C28H26N4O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5239	pumitepa		5239	pumitepa	48	23	pumitepa [INN]	pumitépa	pumitepa	пумитепа	بوميتيبا	嘌嘧替派	pumitepa	C12H19N8OP	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5240	fotretamine		5240	fotretamine	48	23	fotretamine [INN]	fotrétamine	fotretamina	фотретамин	فوتريتامين  	福曲他明	fotretamine	C14H28N9OP3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5241	denzimol		5241	denzimol	48	23	denzimol [INN]	denzimol	denzimol	дензимол	دانزيمول	登齐醇	denzimol	C19H20N2O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5243	rosaprostol		5243	rosaprostol	49	23	rosaprostol [INN]	rosaprostol	rosaprostol	розапростол	روزابروستول	罗沙前列醇	rosaprostol	C18H34O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5244	rifaximin		5244	rifaximin	49	23	rifaximin [INN]	rifaximine	rifaximina	рифаксимин	ريفاكسيمين	利福昔明	rifaximin	C43H51N3O11	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5245	alanosine		5245	alanosine	48	23	alanosine [INN]	alanosine	alanosina	аланозин	ألانوزين	阿拉诺新	alanosine	C3H7N3O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5246	pirepolol		5246	pirepolol	48	23	pirepolol [INN]	pirépolol	pirepolol	пиреполол	بيريبولول	匹瑞洛尔	pirepolol	C21H32N4O5	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5247	flordipine		5247	flordipine	48	23	flordipine [INN]	flordipine	flordipino	флордипин	فلورديبين	氟地平	flordipine	C26H33F3N2O5	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5248	lorzafone		5248	lorzafone	48	23	lorzafone [INN]	lorzafone	lorzafona	лорзафон	لورزافون	氯扎封	lorzafone	C18H17Cl2N3O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5249	lomevactone		5249	lomevactone	48	23	lomevactone [INN]	lomévactone	lomevactona	ломевактон	لوميفاكتون	洛美内酯	lomevactone	C18H17ClO2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5250	cicloprolol		5250	cicloprolol	48	23	cicloprolol [INN]	cicloprolol	cicloprolol	циклопролол	سيكلوبرولول	环丙洛尔	cicloprolol	C18H29NO4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5251	nicogrelate		5251	nicogrelate	48		nicogrelate [INN]	nicogrélate	nicogrelato	никогрелат	نيكوغريلات	烟格雷酯	nicogrelate	C17H21N3O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5252	dacemazine		5252	dacemazine	48	23	dacemazine [INN]	dacémazine	dacemazina	дацемазин	داسيمازين  	达西马嗪	dacemazine	C16H16N2OS	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5254	vaneprim		5254	vaneprim	48	23	vaneprim [INN]	vanéprime	vaneprima	ванеприм	فانيبريم	伐奈普林	vaneprim	C23H28N4O8S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5255	levlofexidine		5255	levlofexidine	48	23	levlofexidine [INN]	levlofexidine	levlofexidina	левлофексидин	ليفلوفيكسيدين	左洛非西定	levlofexidine	C11H12Cl2N2O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5256	dexlofexidine		5256	dexlofexidine	48	23	dexlofexidine [INN]	dexlofexidine	dexlofexidina	декслофексидин	ديكسلوفيكسيدين	右洛非西定	dexlofexidine	C11H12Cl2N2O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5257	diprafenone		5257	diprafenone	48	29	diprafenone [INN]	diprafénone	diprafenona	дипрафенон	ديبرافينون	地丙非农	diprafenone	C23H31NO3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5258	butantrone		5258	butantrone	49	23	butantrone [INN]	butantrone	butantrona	бутантрон	بوتانترون	布蒽酮	butantrone	C18H16O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5260	palmoxiric acid		5260	palmoxiric acid	48	23	palmoxiric acid [INN]	acide palmoxirique	ácido palmoxírico	палмоксировая кислота	حمض بالموكسيريك	帕莫酸	palmoxiric palmoxirate	C17H32O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5261	fluradoline		5261	fluradoline	48	23	fluradoline [INN]	fluradoline	fluradolina	флурадолин	فلورادولين	氟多林	fluradoline	C17H16FNOS	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5262	linogliride		5262	linogliride	48	23	linogliride [INN]	linogliride	linoglirida	линоглирид	لينوغليريد	利诺格列	linogliride	C16H22N4O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5263	indopanolol		5263	indopanolol	48	23	indopanolol [INN]	indopanolol	indopanolol	индопанолол	إيندوبانولول	吲帕洛尔	indopanolol	C20H23ClN2O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5264	xibenolol		5264	xibenolol	48	23	xibenolol [INN]	xibénolol	xibenolol	ксибенолол	كسيبينولول	希苯洛尔	xibenolol	C15H25NO2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5265	tibalosin		5265	tibalosin	48	23	tibalosin [INN]	tibalosine	tibalosina	тибалозин	تيبالوسين	替巴洛新	tibalosin	C21H27NOS	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5266	milacemide		5266	milacemide	48	23	milacemide [INN]	milacémide	milacemida	милацемид	ميلاسيميد	米拉醋胺	milacemide	C7H16N2O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5267	tifluadom		5267	tifluadom	48	23	tifluadom [INN]	tifluadom	tifluadom	тифлуадом	تيفلوادوم	替氟朵	tifluadom	C22H20FN3OS	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5268	mefenidil		5268	mefenidil	48		mefenidil [INN]	méfénidil	mefenidil	мефенидил	ميفينيديل	甲苯地尔	mefenidil	C12H11N3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5269	xorphanol		5269	xorphanol	48	23	xorphanol [INN]	xorphanol	xorfanol	ксорфанол	كسورفانول	佐尔啡诺	xorfanol	C23H31NO	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5270	interferon alfa		5270	interferon alfa	73	36	interferon alfa [INN]	interféron alfa	interferón alfa	интерферон альфа	إينتارفيرون ألفا	干扰素α	interferon alfa	Empty	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5271	xamoterol		5271	xamoterol	48	23	xamoterol [INN]	xamotérol	xamoterol	ксамотерол	كزاموتيرول	扎莫特罗	xamoterol	C16H25N3O5	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5272	lavoltidine		5272	lavoltidine	61	30	lavoltidine [INN]	lavoltidine	lavoltidina	лаволтидин	لافولتيدين	拉伏替丁	lavoltidine	C19H29N5O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5273	lamtidine		5273	lamtidine	48	23	lamtidine [INN]	lamtidine	lamtidina	ламтидин	لامتيدين	兰替丁	lamtidine	C18H28N6O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5274	doqualast		5274	doqualast	48	23	doqualast [INN]	doqualast	docualast	докваласт	دوكالاست	多夸司特	doqalast	C13H8N2O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5275	axetil		5275	axetil	48		axetil [INN]	axétil	axetilo	аксетил	أكسيتيل	醋氧乙(基)	axetil	C4H7O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5276	mupirocin		5276	mupirocin	52	25	mupirocin [INN]	mupirocine	mupirocina	мупироцин	موبيروسين	莫匹罗星	mupirocin	C26H44O9	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5277	sertraline		5277	sertraline	48	23	sertraline [INN]	sertraline	sertralina	сертралин	سيرترالين	舍曲林	sertraline	C17H17Cl2N	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5278	spiroplatin		5278	spiroplatin	48	23	spiroplatin [INN]	spiroplatine	espiroplatino	спироплатин	سبيروبلاتين	螺铂	spiroplatin	C8H18N2O4PtS	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5279	flavodilol		5279	flavodilol	48	23	flavodilol [INN]	flavodilol	flavodilol	флаводилол	فلافوديلول	黄酮地洛	flavodilol	C21H23NO4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5280	adafenoxate		5280	adafenoxate	48	23	adafenoxate [INN]	adafénoxate	adafenoxato	адафеноксат	أدافينوكسات	金刚芬酯	adafenoxate	C20H26ClNO3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5281	piconol		5281	piconol	48	23	piconol [INN]	piconol	piconol	пиконол	بيكونول	吡啶甲醇	piconol	C6H7NO	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5282	flufylline		5282	flufylline	48	23	flufylline [INN]	flufylline	flufilina	флуфиллин	فلوفيلين	氟鲁茶碱	flufilline	C21H24FN5O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5283	flotrenizine		5283	flotrenizine	48	23	flotrenizine [INN]	flotrénizine	flotrenizina	флотренизин	فلوترينيزين	氟曲尼嗪	flotrenizine	C31H38F2N2O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5284	trenizine		5284	trenizine	48	23	trenizine [INN]	trénizine	trenizina	тренизин	ترينيزين	曲尼嗪	trenizine	C31H40N2O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5285	dibunate		5285	dibunate	48		dibunate [INN]	dibunate	dibunato	дибунат	ديبونات	地布酸盐(或酯)	dibunate	C18H23O3S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5286	dienogest		5286	dienogest	49	23	dienogest [INN]	diénogest	dienogest	диеногест	دينوجاست	地诺孕素	dienogest	C20H25NO2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5287	piraxelate		5287	piraxelate	49	23	piraxelate [INN]	piraxélate	piraxelato	пиракселат	بيراكسيلات	吡拉酯	piraxelate	C15H25NO3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5288	bucladesine		5288	bucladesine	49	23	bucladesine [INN]	bucladésine	bucladesina	букладезин	بوكلاديزين	布拉地新	bucladesine	C18H24N5O8P	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5289	bithionoloxide		5289	bithionoloxide	49	23	bithionoloxide [INN]	bithionoloxide	bitionolóxido	битионолоксид	بيثيونولوكسيد	氧硫氯酚	bitionoloxide	C12H6Cl4O3S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5290	alpiropride		5290	alpiropride	49	23	alpiropride [INN]	alpiropride	alpiroprida	алпироприд	ألبيروبريد	阿吡必利	alpiropride	C17H26N4O4S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5291	ceftiolene		5291	ceftiolene	49	23	ceftiolene [INN]	ceftiolène	ceftioleno	цефтиолен	سيفتيولان	头孢噻林	ceftiolene	C20H18N8O8S3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5292	ditiomustine		5292	ditiomustine	49	23	ditiomustine [INN]	ditiomustine	ditiomustina	дитиомустин	ديتيوموستين	二硫莫司汀	ditiomustine	C10H18Cl2N6O4S2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5293	vindeburnol		5293	vindeburnol	49	23	vindeburnol [INN]	vindéburnol	vindeburnol	виндебурнол	فينديبورنول	长春布醇	vindeburnol	C17H20N2O	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5294	ditercalinium chloride		5294	ditercalinium chloride	49	23	ditercalinium chloride [INN]	chlorure de ditercalinium	cloruro de ditercalinio	дитеркалиния хлорид	كلوريد ديتاركالينيوم	地特氯铵	ditercalinium	C46H50Cl2N6O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5295	picartamide		5295	picartamide	51	24	picartamide [INN]	picartamide	picartamida	пикартамид	بيكارتاميد	吡卡他胺	picartamide	C11H14N2S2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5296	mepixanox		5296	mepixanox	49	23	mepixanox [INN]	mépixanox	mepixanox	мепиксанокс	ميبيكسانوكس	甲哌诺	mepixanox	C20H21NO3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5297	viroxime		5297	viroxime	49		viroxime [INN]	viroxime	viroxima	вироксим	فيروكسيم  	韦罗肟	viroxime	C17H18N4O3S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5298	trimoprostil		5298	trimoprostil	49	23	trimoprostil [INN]	trimoprostil	trimoprostilo	тримопростил	ثلاثي موبروستيل	曲莫前列素	trimoprostil	C23H38O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5299	rioprostil		5299	rioprostil	49	23	rioprostil [INN]	rioprostil	rioprostilo	риопростил	ريوبروستيل	利奥前列素	rioprostil	C21H38O4	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5300	elmustine		5300	elmustine	49	23	elmustine [INN]	elmustine	elmustina	элмустин	إيلموستين	依莫司汀	elmustine	C5H10ClN3O3	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5301	alifedrine		5301	alifedrine	51	24	alifedrine [INN]	alifédrine	alifedrina	алифедрин	أليفيدرين	阿利非君	alifedrine	C18H27NO2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5302	zomebazam		5302	zomebazam	49	23	zomebazam [INN]	zomébazam	zomebazam	зомебазам	زوميبازام	唑美巴占	zomebazam	C15H16N4O2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5303	sulosemide		5303	sulosemide	49	23	sulosemide [INN]	sulosémide	sulosemida	сулоземид	سولوسيميد	磺塞米	sulosemide	C17H16N2O7S2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5304	bambuterol		5304	bambuterol	49	23	bambuterol [INN]	bambutérol	bambuterol	бамбутерол	بامبوتيرول	班布特罗	bambuterol	C18H29N3O5	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5305	piroxicillin		5305	piroxicillin	51	23	piroxicillin [INN]	piroxicilline	piroxicilina	пироксициллин	بيروكسيسيلين	匹罗西林	piroxicillin	C27H28N8O9S2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5306	dribendazole		5306	dribendazole	49	23	dribendazole [INN]	dribendazole	dribendazol	дрибендазол	دريباندازول	屈苯达唑	dribendazole	C15H19N3O2S	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5307	darodipine		5307	darodipine	51	24	darodipine [INN]	darodipine	darodipino	дародипин	داروديبين	达罗地平	darodipine	C19H21N3O5	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5308	ketorfanol		5308	ketorfanol	49	23	ketorfanol [INN]	kétorfanol	ketorfanol	кеторфанол	كيتورفانول	酮啡诺	ketorfanol	C20H25NO2	
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5309	tinabinol		5309	tinabinol	49	23	tinabinol [INN]	tinabinol	tinabinol	тинабинол	تينابينول	替大麻酚	tinabinol	C23H34O2S	
