Link	New name	Change	Who Number	Last name	Prop Lists	Rec Lists	Locator name	French	Spanish	Russian	Arabic	Chinese	Phonetic	Molecular formula				"InchiKey


asdasd"					
https://mednet-communities.net/inn/db/ViewINN.aspx?i=4663	miristalkonium chloride		4663	miristalkonium chloride	41	19	miristalkonium chloride [INN]	chlorure de miristalkonium	cloruro de miristalconio	????????????? ??????	?????? ??????????????	????	miristalkonium	C23H42ClN	miristalkonium chloride	[Cl-].CCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1	0W255OL75T	OCBHHZMJRVXXQK-UHFFFAOYSA-M	139-08-2	C23H42N	MYRISTALKONIUM CHLORIDE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/OCBHHZMJRVXXQK-UHFFFAOYSA-M/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5779	medorinone		5779	medorinone	54	26	medorinone [INN]	médorinone	medorinona	?????????	?????????	????	medorinone	C9H8N2O	medorinone	CC1=NC=CC2=C1C=CC(=O)N2	80X61Y4X0B	OCCZJXAHSUCJSA-UHFFFAOYSA-N	88296-61-1	C9H8N2O	MEDORINONE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/OCCZJXAHSUCJSA-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=2369	imiclopazine		2369	imiclopazine	18	8	imiclopazine [INN]	imiclopazine	imiclopazina	???????????	????????????  	????	imiclopazine	C25H32ClN5OS	imiclopazine	CN1CCN(CCN2CCN(CCCN3C4=CC(Cl)=CC=C4SC5=C3C=CC=C5)CC2)C1=O	WGL8B3MDAS	OCDYNPAUUKDNOR-UHFFFAOYSA-N	7224-08-0	C25H32ClN5OS	IMICLOPAZINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/OCDYNPAUUKDNOR-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=4592	butikacin		4592	butikacin	41	19	butikacin [INN]	butikacine	butikacina	?????????	?????????	????	butikacin	C22H45N5O12	butikacin	NCC[C@H](O)CN[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O	I61243PDCC	OCFOTEIMZBKQFS-DGMGPCKZSA-N	59733-86-7	C22H45N5O12	BUTIKACIN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/OCFOTEIMZBKQFS-DGMGPCKZSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=3257	fenaperone		3257	fenaperone	28	13	fenaperone [INN]	fénapérone	fenaperona	?????????	?????????	????	fenaperone	C21H29FN2O3	fenaperone	FC1=CC=C(C=C1)C(=O)CCCN2CCN(CC2)C(=O)OC3CCCCC3	V6W7F1R86P	OCHNIEZVJROLLV-UHFFFAOYSA-N	54063-38-6	C21H29FN2O3	FENAPERONE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/OCHNIEZVJROLLV-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5576	toltrazuril		5576	toltrazuril	52	25	toltrazuril [INN]	toltrazuril	toltrazurilo	???????????	???????????	????	toltrazuril	C18H14F3N3O4S	toltrazuril	CN1C(=O)NC(=O)N(C1=O)C2=CC(C)=C(OC3=CC=C(SC(F)(F)F)C=C3)C=C2	QVZ3IAR3JS	OCINXEZVIIVXFU-UHFFFAOYSA-N	69004-03-1	C18H14F3N3O4S	TOLTRAZURIL	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/OCINXEZVIIVXFU-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=204	meclozine		204	meclozine	4		meclozine [INN]	méclozine	meclozina	????????	????????	????	meclozine	C25H27ClN2	meclozine	CC1=CC=CC(CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(Cl)C=C4)=C1	3L5TQ84570	OCJYIGYOJCODJL-UHFFFAOYSA-N	569-65-3	C25H27ClN2	MECLIZINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/OCJYIGYOJCODJL-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=3840	cefoxazole		3840	cefoxazole	34	16	cefoxazole [INN]	céfoxazole	cefoxazol	??????????	??????????       	????	cefoxazole	C21H18ClN3O7S	cefoxazole	CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)C3=C(C)ON=C3C4=C(Cl)C=CC=C4)C2=O)C(O)=O	BN10X2TL6I	OCLRGULJISNUQS-OXQOHEQNSA-N	36920-48-6	C21H18ClN3O7S	CEFOXAZOLE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/OCLRGULJISNUQS-OXQOHEQNSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=6551	sobuzoxane		6551	sobuzoxane	62	30	sobuzoxane [INN]	sobuzoxane	sobuzoxano	??????????	??????????	????	sobuzoxane	C22H34N4O10	sobuzoxane	CC(C)COC(=O)OCN1C(=O)CN(CCN2CC(=O)N(COC(=O)OCC(C)C)C(=O)C2)CC1=O	R1308VH37P	OCOKWVBYZHBHLU-UHFFFAOYSA-N	98631-95-9	C22H34N4O10	SOBUZOXANE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/OCOKWVBYZHBHLU-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=2435	olivomycin		2435	olivomycin	18	8	olivomycin [INN]	olivomycine	olivomicina	??????????	???????????	????	olivomicin	Empty	olivomycin	CO[C@@H]([C@@H]1CC2=CC3=CC(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@@H](OC)[C@@H](C)O5)[C@@H](OC(C)=O)[C@@H](C)O4)=CC(O)=C3C(O)=C2C(=O)[C@H]1O[C@H]6C[C@@H](O[C@@H]7C[C@H](O[C@H]8C[C@](C)(O)[C@@H](OC(=O)C(C)C)[C@H](C)O8)[C@@H](O)[C@H](C)O7)[C@H](O)[C@@H](C)O6)C(=O)[C@@H](O)[C@@H](C)O	06720J8X69|44003517D1	OCOLTXUAPMAMPP-HBZOJLMESA-N	6988-58-5|11006-70-5	C58H84O26	OLIVOMYCIN A|OLIVOMYCIN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/OCOLTXUAPMAMPP-HBZOJLMESA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=7480	marimastat		7480	marimastat	75	37	marimastat [INN]	marimastat	marimastat	??????????	??????????	?????	marimastat	C15H29N3O5	marimastat	CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C	D5EQV23TDS	OCSMOTCMPXTDND-OUAUKWLOSA-N	154039-60-8	C15H29N3O5	MARIMASTAT	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/OCSMOTCMPXTDND-OUAUKWLOSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=874	styramate		874	styramate	10	4	styramate [INN]	styramate	estiramato	????????	????????	????	stiramate	C9H11NO3	styramate	NC(=O)OCC(O)C1=CC=CC=C1	CBK7Y28SP3	OCSOHUROTFFTFO-UHFFFAOYSA-N	94-35-9	C9H11NO3	STYRAMATE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/OCSOHUROTFFTFO-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=4429	dipivefrine		4429	dipivefrine	39	19	dipivefrine [INN]	dipivéfrine	dipivefrina	??????????	??????????	????	dipivefrine	C19H29NO5	dipivefrine	CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1	8Q1PVL543G	OCUJLLGVOUDECM-UHFFFAOYSA-N	52365-63-6	C19H29NO5	DIPIVEFRIN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/OCUJLLGVOUDECM-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5653	enpiroline		5653	enpiroline	52	25	enpiroline [INN]	enpiroline	enpirolina	?????????	??????????	????	enpiroline	C19H18F6N2O	enpiroline	O[C@@H]([C@H]1CCCCN1)C2=CC(=NC(=C2)C3=CC=C(C=C3)C(F)(F)F)C(F)(F)F	8M7Y72EP9K	OCVRKDMRZFCUEE-RHSMWYFYSA-N	66364-73-6	C19H18F6N2O	ENPIROLINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/OCVRKDMRZFCUEE-RHSMWYFYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=4709	bumetrizole		4709	bumetrizole	42	20	bumetrizole [INN]	bumétrizole	bumetrizol	??????????	??????????	????	bumetrizole	C17H18ClN3O	bumetrizole	CC1=CC(N2N=C3C=CC(Cl)=CC3=N2)=C(O)C(=C1)C(C)(C)C	7ZF18Q354W	OCWYEMOEOGEQAN-UHFFFAOYSA-N	11/5/3896	C17H18ClN3O	BUMETRIZOLE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/OCWYEMOEOGEQAN-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=4364	cloroperone		4364	cloroperone	38	43	cloroperone [INN]	cloropérone	cloroperona	??????????	??????????	???	cloroperone	C22H23ClFNO2	cloroperone	FC1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)C(=O)C3=CC=C(Cl)C=C3	948IHI495K	OCXLBOACUPDBRL-UHFFFAOYSA-N	61764-61-2	C22H23ClFNO2	CLOROPERONE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/OCXLBOACUPDBRL-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5987	perindoprilat		5987	perindoprilat	56	27	perindoprilat [INN]	périndoprilate	perindoprilato	?????????????	?????????????	?????	perindoprilat	C17H28N2O5	perindoprilat	CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(O)=O	2UV6ZNQ92K	ODAIHABQVKJNIY-PEDHHIEDSA-N	95153-31-4	C17H28N2O5	PERINDOPRILAT	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODAIHABQVKJNIY-PEDHHIEDSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=1522	clefamide		1522	clefamide	13	5	clefamide [INN]	cléfamide	clefamida	????????	????????	????	clefamide	C17H16Cl2N2O5	clefamide	OCCN(CC1=CC=C(OC2=CC=C(C=C2)[N+]([O-])=O)C=C1)C(=O)C(Cl)Cl	4AZ2V8K4EK	ODCUSWJXZDHLKV-UHFFFAOYSA-N	3576-64-5	C17H16Cl2N2O5	CLEFAMIDE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODCUSWJXZDHLKV-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5941	ilmofosine		5941	ilmofosine	56	27	ilmofosine [INN]	ilmofosine	ilmofosina	?????????	??????????	????	ilmofosine	C26H56NO5PS	ilmofosine	CCCCCCCCCCCCCCCCSCC(COC)COP([O-])(=O)OCC[N+](C)(C)C	5ZZK34MC3V	ODEDPKNSRBCSDO-UHFFFAOYSA-N	83519-04-4	C26H56NO5PS	ILMOFOSINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODEDPKNSRBCSDO-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=1193	betameprodine		1193	betameprodine	1	9	betameprodine [INN]	bétaméprodine	betameprodina	????????????	????????????	?????	betameprodine	C17H25NO2	betameprodine	CC[C@@H]1CN(C)CC[C@]1(OC(=O)CC)C2=CC=CC=C2	4XS533X38C	ODEGQXRCQDVXSJ-RHSMWYFYSA-N	468-50-8	C17H25NO2	BETAMEPRODINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODEGQXRCQDVXSJ-RHSMWYFYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=1042	alphameprodine		1042	alphameprodine	1	9	alphameprodine [INN]	alphaméprodine	alfameprodina	?????????????	????????????	?????	alfameprodine	C17H25NO2	alphameprodine	CC[C@H]1CN(C)CC[C@]1(OC(=O)CC)C2=CC=CC=C2	1177I648L1	ODEGQXRCQDVXSJ-WMLDXEAASA-N	468-51-9	C17H25NO2	ALPHAMEPRODINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODEGQXRCQDVXSJ-WMLDXEAASA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=186	aurothioglycanide		186	aurothioglycanide	1	1	aurothioglycanide [INN]	aurothioglycanide	aurotioglicanida	???????????????	???????????????	?????	aurotioglicanide	C8H8AuNOS	aurothioglycanide	[Au+].[S-]CC(=O)NC1=CC=CC=C1	2A9D34A16M	ODENGJOFMCVWCT-UHFFFAOYSA-M	16925-51-2	C8H8NOS	AUROTHIOGLYCANIDE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODENGJOFMCVWCT-UHFFFAOYSA-M/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=2458	azidocillin		2458	azidocillin	19	8	azidocillin [INN]	azidocilline	azidocilina	???????????	??????????	????	azidocillin	C16H17N5O4S	azidocillin	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N=[N+]=[N-])C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O	R8XDP7L3SL	ODFHGIPNGIAMDK-NJBDSQKTSA-N	17243-38-8	C16H17N5O4S	AZIDOCILLIN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODFHGIPNGIAMDK-NJBDSQKTSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=371	acetarsol		371	acetarsol	4	3	acetarsol [INN]	acétarsol	acetarsol	?????????	?????????	????	acetarsol	C8H10AsNO5	acetarsol	CC(=O)NC1=C(O)C=CC(=C1)[As](O)(O)=O	806529YU1N	ODFJOVXVLFUVNQ-UHFFFAOYSA-N	97-44-9	C8H10AsNO5	ACETARSOL	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODFJOVXVLFUVNQ-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=1166	polynoxylin		1166	polynoxylin	12	5	polynoxylin [INN]	polynoxyline	polinoxilina	????????????	????????????	????	polinoxilin	Empty	polynoxylin	C=O.NC(N)=O		ODGAOXROABLFNM-UHFFFAOYSA-N		CH4N2O		PUBCHEM	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODGAOXROABLFNM-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=4079	pidolic acid		4079	pidolic acid	36		pidolic acid [INN]	acide pidolique	ácido pidólico	????????? ???????	??? ???????  	????	pidolic pidolate	C5H7NO3	pidolic acid	OC(=O)[C@@H]1CCC(=O)N1	SZB83O1W42	ODHCTXKNWHHXJC-VKHMYHEASA-N	98-79-3	C5H7NO3	PIDOLIC ACID	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODHCTXKNWHHXJC-VKHMYHEASA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=2010	floxuridine		2010	floxuridine	16	7	floxuridine [INN]	floxuridine	floxuridina	???????????	???????????	???	floxuridine	C9H11FN2O5	floxuridine	OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(F)C(=O)NC2=O	039LU44I5M	ODKNJVUHOIMIIZ-RRKCRQDMSA-N	50-91-9	C9H11FN2O5	FLOXURIDINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODKNJVUHOIMIIZ-RRKCRQDMSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=1711	arginine		1711	arginine	"14, 111"	"6, 73"	arginine [INN]	arginine	arginina	???????	???????	???	arginine	C6H14N4O2	arginine	N[C@@H](CCCNC(N)=N)C(O)=O	94ZLA3W45F	ODKSFYDXXFIFQN-BYPYZUCNSA-N	74-79-3	C6H14N4O2	ARGININE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODKSFYDXXFIFQN-BYPYZUCNSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=1707	terizidone		1707	terizidone	14	6	terizidone [INN]	térizidone	terizidona	?????????	?????????	????	terizidone	C14H14N4O4	terizidone	O=C1NOCC1\N=C\C2=CC=C(C=C2)\C=N\C3CONC3=O	1199LEX5N8	ODKYYBOHSVLGNU-IAGONARPSA-N	25683-71-0	C14H14N4O4	TERIZIDONE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODKYYBOHSVLGNU-IAGONARPSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=614	forminitrazole		614	forminitrazole	6	3	forminitrazole [INN]	forminitrazol	forminitrazol	?????????????	?????????????	????	forminitrazole	C4H3N3O3S	forminitrazole	[O-][N+](=O)C1=CN=C(NC=O)S1	GTW8DB3OVN	ODLJCVGAFRZOOB-UHFFFAOYSA-N	500-08-3	C4H3N3O3S	FORMINITRAZOLE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODLJCVGAFRZOOB-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=1416	propetandrol		1416	propetandrol	13	5	propetandrol [INN]	propétandrol	propetandrol	????????????	????????????	????	propetandrol	C23H36O3	propetandrol	CCC(=O)O[C@H]1CC[C@@H]2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)CC)[C@@H]3CCC2=C1	K0H1J6311W	ODOMHABFTBNARE-JSDYAUHVSA-N	3638-82-2	C23H36O3	PROPETANDROL	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODOMHABFTBNARE-JSDYAUHVSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=2316	cidoxepin		2316	cidoxepin	17	7	cidoxepin [INN]	cidoxépine	cidoxepina	??????????	??????????		cidoxepin	C19H21NO	cidoxepin	CN(C)CC\C=C1/C2=CC=CC=C2OCC3=C1C=CC=C3	F96TTB8728	ODQWQRRAPPTVAG-BOPFTXTBSA-N	3607-18-9	C19H21NO	CIDOXEPIN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODQWQRRAPPTVAG-BOPFTXTBSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=1855	doxepin		1855	doxepin	15	8	doxepin [INN]	doxépine	doxepina	????????	????????	???	doxepin	C19H21NO	doxepin	CN(C)CC\C=C1/C2=CC=CC=C2COC3=CC=CC=C13	851NLB57HQ	ODQWQRRAPPTVAG-GZTJUZNOSA-N	3607-34-9	C19H21NO	"DOXEPIN, (E)-"	PUBCHEM	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODQWQRRAPPTVAG-GZTJUZNOSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=1017	xenygloxal		1017	xenygloxal	11	5	xenygloxal [INN]	xénygloxal	xenigloxal	????????????	????????????	???	xenigloxal	C16H10O4	xenygloxal	O=CC(=O)C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)C=O	3C2T3HG40E	ODRKIKHWTZCVCM-UHFFFAOYSA-N	2673-23-6	C16H10O4	XENYGLOXAL	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODRKIKHWTZCVCM-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=1127	butamoxane		1127	butamoxane	12	5	butamoxane [INN]	butamoxane	butamoxano	??????????	??????????	????	butamoxane	C13H19NO2	butamoxane	CCCCNCC1COC2=C(O1)C=CC=C2	7725983GSD	ODRQYAHPAJZPQP-UHFFFAOYSA-N	4442-60-8	C13H19NO2	BUTAMOXANE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODRQYAHPAJZPQP-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=6828	modipafant		6828	modipafant	65	32	modipafant [INN]	modipafant	modipafant	??????????	??????????	????	modipafant	C34H29ClN6O3	modipafant	CCOC(=O)C1=C(NC(C)=C([C@H]1C2=C(Cl)C=CC=C2)C(=O)NC3=NC=CC=C3)C4=CC=C(C=C4)N5C(C)=NC6=C5C=CN=C6	1DMI0E5023	ODRYSCQFUGFOSU-SSEXGKCCSA-N	122957-06-6	C34H29ClN6O3	MODIPAFANT	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODRYSCQFUGFOSU-SSEXGKCCSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=3642	pipoctanone		3642	pipoctanone	32	15	pipoctanone [INN]	pipoctanone	pipoctanona	??????????	??????????	????	pipoctanone	C22H35NO	pipoctanone	CCCCCCCCC1=CC=C(C=C1)C(=O)CCN2CCCCC2	24N16QE4S0	ODUILFNOMMYWTO-UHFFFAOYSA-N	18841-58-2	C22H35NO	PIPOCTANONE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODUILFNOMMYWTO-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=7377	dexecadotril		7377	dexecadotril	73	36	dexecadotril [INN]	dexécadotril	dexecadotrilo	?????????????	?????????????	????	dexecadotril	C21H23NO4S	dexecadotril	CC(=O)SC[C@H](CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2	5OFI9D9892	ODUOJXZPIYUATO-IBGZPJMESA-N	112573-72-5	C21H23NO4S	DEXECADOTRIL	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODUOJXZPIYUATO-IBGZPJMESA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=6896	ecadotril		6896	ecadotril	68	33	ecadotril [INN]	écadotril	ecadotrilo	?????????	??????????	????	ecadotril	C21H23NO4S	ecadotril	CC(=O)SC[C@@H](CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2	6XSR933SRK	ODUOJXZPIYUATO-LJQANCHMSA-N	112573-73-6	C21H23NO4S	ECADOTRIL	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODUOJXZPIYUATO-LJQANCHMSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=7378	racecadotril		7378	racecadotril	73	36	racecadotril [INN]	racécadotril	racecadotrilo	????????????	????????????	?????	racecadotril	C21H23NO4S	racecadotril	CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC2=CC=CC=C2	76K53XP4TO	ODUOJXZPIYUATO-UHFFFAOYSA-N	81110-73-8	C21H23NO4S	RACECADOTRIL	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODUOJXZPIYUATO-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=6156	sornidipine		6156	sornidipine	58	28	sornidipine [INN]	sornidipine	sornidipino	??????????	??????????	????	sornidipine	C22H24N2O9	sornidipine	COC(=O)C1=C(C)NC(C)=C([C@H]1C2=C(C=CC=C2)[N+]([O-])=O)C(=O)O[C@@H]3CO[C@@H]4[C@@H](O)CO[C@H]34	Z82YP691V7	ODVDIRMTZXLSKT-OBNKQFAMSA-N	95105-77-4	C22H24N2O9	SORNIDIPINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODVDIRMTZXLSKT-OBNKQFAMSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5938	ulinastatin		5938	ulinastatin	56	27	ulinastatin [INN]	ulinastatine	ulinastatina	???????????	????????????	????	ulinastatin	Empty	ulinastatin	C1CC2(COC(OC2)C3=CC=CO3)CC=C1		ODVKSTFPQDVPJZ-UHFFFAOYSA-N		C13H16O3		PUBCHEM	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODVKSTFPQDVPJZ-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8418	tiplasinin		8418	tiplasinin	94	56	tiplasinin [INN]	tiplasinine	tiplasinina	??????????	??????????	????	tiplasinin	C24H16F3NO4	tiplasinin	OC(=O)C(=O)C1=CN(CC2=CC=CC=C2)C3=C1C=C(C=C3)C4=CC=C(OC(F)(F)F)C=C4	L396QIB983	ODXQFEWQSHNQNI-UHFFFAOYSA-N	393105-53-8	C24H16F3NO4	TIPLASININ	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODXQFEWQSHNQNI-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=1778	quinestradol		1778	quinestradol	15	6	quinestradol [INN]	quinestradol	quinestradol	???????????	???????????	???	qinestradol	C23H32O3	quinestradol	C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OC5CCCC5)=C4)[C@@H]1C[C@@H](O)[C@@H]2O	422L8173W8	ODYKCPYPRCJXLY-PZORDLPLSA-N	1169-79-5	C23H32O3	QUINESTRADOL	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODYKCPYPRCJXLY-PZORDLPLSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=4533	ioglunide		4533	ioglunide	40	19	ioglunide [INN]	ioglunide	ioglunida	????????	?????????	????	ioglunide	C18H24I3N3O9	ioglunide	CN(C(C)=O)C1=C(I)C(NC(=O)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)=C(I)C(C(=O)NCCO)=C1I	V4XU46CRKN	ODYPLCHSCOJEIZ-GMYJMXFCSA-N	56562-79-9	C18H24I3N3O9	IOGLUNIDE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODYPLCHSCOJEIZ-GMYJMXFCSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=6267	brivudine		6267	brivudine	59	29	brivudine [INN]	brivudine	brivudina	????????	????????	???	brivudine	C11H13BrN2O5	brivudine	OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(\C=C\Br)C(=O)NC2=O	2M3055079H	ODZBBRURCPAEIQ-PIXDULNESA-N	69304-47-8	C11H13BrN2O5	BRIVUDINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ODZBBRURCPAEIQ-PIXDULNESA-N/SDF
